age,overall,pace,shooting,passing,dribbling,defending,physic
21,77,75,71,75,79,48,66
22,77,90,70,72,82,42,67
22,77,74,75,75,77,50,63
22,77,76,29,59,66,78,67
23,77,88,68,72,82,71,73
23,77,75,66,74,80,41,59
23,77,76,73,74,77,28,62
22,77,68,30,54,65,78,73
21,77,77,42,68,72,76,76
21,77,77,74,75,80,69,65
21,77,78,71,74,79,72,71
20,77,68,69,73,73,66,67
21,77,75,55,70,74,77,76
21,77,79,70,73,80,48,66
22,77,78,50,71,74,75,69
21,77,84,66,75,79,72,73
23,77,77,75,59,76,39,71
23,77,76,74,71,78,35,64
23,77,79,75,69,77,41,74
22,77,72,77,64,76,36,78
24,77,59,71,74,76,67,76
22,77,70,63,75,78,66,69
23,77,91,74,58,78,39,75
23,77,77,67,68,76,76,83
22,77,91,56,68,74,71,80
21,77,81,59,72,81,72,69
23,77,87,62,72,79,70,72
24,77,64,73,76,76,52,71
23,77,81,78,76,80,63,70
22,77,61,65,72,72,74,80
21,77,88,70,66,80,32,65
23,77,72,70,76,79,57,51
24,77,91,51,69,73,72,82
24,77,80,75,72,82,47,63
23,77,62,22,52,55,78,74
22,77,84,70,63,75,38,79
24,77,69,75,73,80,55,62
21,77,72,67,78,79,65,58
22,77,71,41,55,62,77,67
22,77,83,65,73,78,73,73
22,77,69,75,69,77,38,68
22,77,83,71,71,81,64,70
22,77,71,64,68,72,74,80
24,77,64,64,78,78,68,64
25,77,80,62,75,84,72,68
23,77,73,74,78,78,66,69
24,77,79,59,68,78,74,62
24,77,64,71,75,77,72,74
24,77,76,40,64,69,76,80
25,77,60,40,62,64,76,73
24,77,76,75,76,78,74,78
25,77,94,76,67,80,51,75
24,77,65,71,75,79,67,74
23,77,61,70,74,75,73,79
25,77,76,67,76,77,70,69
24,77,62,74,68,75,40,81
23,77,76,46,66,67,78,77
26,77,68,67,70,69,75,76
23,77,79,68,72,79,63,66
26,77,67,31,52,52,75,83
23,77,59,58,79,76,65,66
24,77,77,68,72,81,62,62
22,77,56,37,52,57,76,77
23,77,37,57,70,71,76,70
23,77,69,74,78,75,65,70
24,77,89,76,68,80,31,65
24,77,66,60,75,73,72,72
25,77,82,70,74,78,64,74
25,77,65,31,52,62,77,78
24,77,88,76,71,78,29,63
24,77,67,50,68,70,77,80
25,77,66,33,58,59,75,74
24,77,71,75,74,79,40,69
25,77,84,71,71,82,27,52
24,77,83,73,72,75,61,84
24,77,91,61,70,80,71,78
24,77,64,53,71,68,77,75
25,77,78,67,71,86,27,52
25,77,81,52,77,75,70,72
26,77,63,35,47,56,81,75
25,77,71,67,74,76,73,75
25,77,69,73,78,77,61,70
25,77,93,70,66,81,33,64
25,77,82,49,73,78,72,72
26,77,45,42,45,55,77,82
25,77,76,71,70,79,58,70
24,77,50,52,66,63,77,79
24,77,81,71,73,77,44,70
25,77,73,37,50,50,76,84
28,77,73,32,56,57,76,78
26,77,69,70,79,79,62,68
26,77,77,42,66,72,76,76
26,77,47,59,73,65,78,74
27,77,48,41,52,50,79,71
25,77,82,65,75,83,54,59
25,77,69,67,77,78,40,62
26,77,67,76,63,73,44,79
26,77,85,64,68,72,70,77
24,77,84,74,73,80,35,65
26,77,73,67,77,77,67,73
27,77,62,72,79,72,62,74
27,77,70,76,59,68,40,79
27,77,71,55,77,75,74,72
27,77,62,70,73,75,67,75
27,77,63,70,75,67,73,85
26,77,74,77,67,78,30,53
28,77,62,50,64,65,76,76
26,77,64,77,77,75,70,70
27,77,62,59,74,73,75,74
29,77,32,33,51,49,77,79
26,77,77,62,74,74,73,79
28,77,58,52,48,59,79,77
26,77,73,68,75,77,74,73
26,77,64,77,62,70,38,75
25,77,76,58,70,87,37,56
26,77,75,46,69,75,77,72
27,77,81,76,63,76,41,67
26,77,90,70,69,82,37,66
26,77,59,63,72,70,74,74
26,77,80,72,74,82,48,71
26,77,90,74,60,77,29,63
26,77,75,73,75,76,55,67
27,77,71,68,76,76,70,68
35,77,43,55,77,75,72,69
32,77,67,75,65,72,28,75
34,77,32,61,62,57,77,81
35,77,53,80,63,65,35,70
33,77,78,43,70,75,75,68
33,77,70,66,74,75,73,71
35,77,33,59,56,45,76,84
35,77,60,76,71,75,37,69
34,77,84,73,75,75,36,75
32,77,57,56,68,66,77,80
32,77,50,62,67,68,76,82
34,77,41,78,68,72,41,70
33,77,48,76,64,63,34,85
34,77,71,76,64,71,43,69
33,77,41,58,51,57,78,74
30,77,87,72,70,79,39,61
35,77,48,40,49,52,80,63
34,77,73,80,71,80,35,66
32,77,92,68,68,85,35,67
33,77,48,74,81,76,63,62
35,77,31,78,61,67,42,72
31,77,71,73,78,81,65,73
30,77,56,73,76,74,69,79
33,77,54,71,66,67,77,81
29,77,56,60,71,71,75,76
33,77,49,70,82,75,64,65
31,77,76,72,75,75,75,69
31,77,89,74,71,79,36,71
31,77,67,44,54,59,76,82
32,77,74,77,66,73,37,68
31,77,64,52,58,63,76,78
32,77,57,33,38,54,79,79
32,77,63,52,53,56,77,78
30,77,82,76,71,76,29,75
29,77,69,70,76,79,73,74
30,77,50,45,52,47,80,76
31,77,79,68,77,79,36,59
31,77,58,39,58,60,79,74
31,77,82,70,74,83,44,49
30,77,85,74,73,83,34,58
30,77,84,76,73,78,48,66
30,77,73,76,64,71,34,74
30,77,74,70,75,76,74,72
29,77,70,65,75,78,72,66
30,77,84,72,56,78,36,79
29,77,59,66,76,75,71,68
31,77,62,67,74,73,73,77
29,77,74,72,74,76,70,68
31,77,70,77,72,81,31,67
29,77,67,65,73,76,75,74
29,77,78,76,69,76,30,72
28,77,65,51,60,64,77,75
29,77,60,60,79,74,74,76
29,77,66,57,75,74,72,76
31,77,55,63,77,73,75,66
29,77,77,75,58,75,33,69
32,77,60,72,72,74,77,88
31,77,68,59,71,76,76,80
29,77,79,76,63,74,40,76
27,77,71,68,76,81,33,57
29,77,70,77,76,73,61,74
34,77,67,79,73,79,27,66
28,77,71,77,66,73,36,73
30,77,67,76,66,72,38,84
32,77,78,66,76,79,70,71
32,77,71,78,67,82,37,66
28,77,58,73,73,71,71,81
29,77,62,69,77,75,68,73
28,77,79,70,74,78,33,58
28,77,76,74,68,74,43,78
31,77,49,66,72,74,72,71
30,77,77,78,64,78,43,69
30,77,72,78,75,77,32,68
29,77,69,71,76,78,71,68
28,77,79,79,72,77,31,67
32,77,65,71,74,72,64,75
32,77,59,56,71,67,75,76
27,77,93,72,69,80,48,65
27,77,68,67,77,80,43,61
29,77,64,31,44,59,79,71
29,77,57,37,50,47,78,78
28,77,73,67,76,76,67,75
31,77,58,37,59,53,79,74
29,77,73,71,77,78,54,63
30,77,63,73,79,77,68,67
30,77,71,67,78,80,64,66
29,77,63,64,56,62,80,69
27,77,89,61,68,74,74,79
29,77,80,76,70,80,39,67
30,77,77,57,71,73,76,75
28,77,76,78,60,74,41,69
29,77,53,49,66,58,79,77
29,77,62,53,70,69,76,74
30,77,84,55,66,70,75,70
28,77,65,76,59,74,31,68
29,77,63,51,50,61,77,72
31,77,86,68,71,77,71,78
33,77,63,68,77,74,70,80
29,77,52,32,55,58,78,80
26,77,87,71,72,76,72,76
29,77,67,75,56,71,31,82
28,77,76,77,62,77,30,77
31,77,82,67,71,71,74,86
31,77,61,39,52,54,78,83
31,77,80,68,77,77,36,63
27,77,81,77,60,73,24,64
19,76,74,64,74,79,55,55
19,76,81,72,50,77,30,68
18,76,85,72,65,80,29,57
19,76,65,44,62,68,76,73
20,76,67,57,72,75,68,70
22,76,58,63,73,75,74,73
22,76,88,59,70,74,71,81
23,76,55,45,44,50,77,75
21,76,82,74,68,83,28,61
20,76,76,48,67,72,73,75
22,76,78,69,73,80,39,60
19,76,68,44,59,61,76,74
20,76,68,64,69,74,76,83
20,76,71,75,75,74,56,62
20,76,70,31,48,62,78,69
18,76,72,71,75,80,27,49
22,76,75,71,67,75,39,75
23,76,82,56,69,75,73,68
22,76,56,68,70,74,65,55
21,76,74,74,57,69,31,68
20,76,91,73,64,80,29,72
21,76,75,68,73,78,61,62
22,76,87,70,67,81,46,66
20,76,79,70,73,76,71,77
21,76,80,74,65,75,33,63
21,76,68,64,72,72,74,80
21,76,64,46,56,56,75,82
20,76,87,72,66,82,36,57
23,76,80,74,62,77,25,65
21,76,60,63,74,74,75,70
22,76,81,42,70,71,73,74
21,76,75,80,61,74,29,65
21,76,78,68,71,77,65,74
21,76,82,65,69,82,36,52
21,76,68,57,68,73,74,86
20,76,70,51,68,66,76,76
21,76,70,53,66,68,75,75
22,76,82,73,71,79,42,67
22,76,82,76,73,75,34,64
21,76,73,70,74,76,65,69
21,76,68,67,74,70,74,76
24,76,58,55,64,68,74,76
24,76,69,63,71,75,72,70
22,76,75,69,74,83,57,51
22,76,81,75,62,80,30,63
23,76,60,34,59,64,77,73
22,76,64,46,58,66,77,77
21,76,78,69,75,79,62,64
22,76,81,60,71,82,44,46
22,76,60,66,76,72,71,68
23,76,71,73,70,81,36,64
22,76,65,34,50,57,76,77
21,76,64,44,62,61,75,81
22,76,64,22,46,49,74,73
24,76,60,44,61,56,75,76
23,76,82,68,70,82,26,55
22,76,64,40,59,59,75,79
24,76,73,47,66,68,76,75
23,76,79,73,71,81,39,64
24,76,79,64,74,83,52,49
24,76,72,68,74,74,71,77
22,76,74,62,76,78,65,67
22,76,70,46,61,66,77,76
21,76,92,57,65,74,70,76
22,76,75,74,54,74,34,74
25,76,56,31,44,50,74,83
25,76,69,70,77,78,61,64
25,76,76,59,75,74,71,72
22,76,88,76,69,76,36,72
24,76,64,76,54,77,33,77
25,76,68,52,54,64,74,77
25,76,65,29,61,58,76,79
23,76,76,78,69,75,29,60
23,76,77,68,76,78,62,67
23,76,68,36,65,67,77,70
23,76,83,71,71,76,69,73
24,76,75,71,73,75,69,70
23,76,40,51,65,67,76,80
24,76,54,55,58,62,73,84
24,76,62,58,71,74,70,75
24,76,91,72,66,79,26,56
26,76,46,57,66,64,76,74
25,76,74,73,60,75,32,77
24,76,70,70,73,77,31,46
24,76,72,75,75,75,45,60
24,76,68,59,67,71,73,77
25,76,77,71,70,79,49,59
24,76,65,28,44,48,77,72
25,76,63,73,74,75,69,73
25,76,81,67,71,80,46,61
25,76,74,49,63,72,75,82
23,76,87,74,68,77,33,62
26,76,62,46,61,69,77,67
27,76,68,41,55,58,76,77
25,76,70,68,77,77,61,55
26,76,78,69,75,79,50,57
24,76,78,71,75,76,39,63
25,76,73,75,71,73,36,73
25,76,71,54,71,74,75,76
27,76,72,38,53,40,78,81
26,76,82,75,61,72,44,83
26,76,80,69,72,77,51,67
26,76,66,61,72,74,69,73
25,76,56,43,61,61,76,77
25,76,68,58,63,71,75,79
25,76,86,63,72,81,70,70
25,76,92,51,65,76,71,70
25,76,81,67,73,81,40,61
25,76,66,51,64,70,77,75
25,76,92,65,68,84,50,51
24,76,60,48,60,55,75,79
24,76,79,65,72,75,72,77
27,76,62,35,62,62,76,72
26,76,75,75,63,73,51,78
25,76,91,58,69,76,72,71
25,76,83,72,70,79,30,55
27,76,66,39,43,53,77,77
26,76,77,60,70,72,72,80
28,76,61,42,53,51,74,79
27,76,45,39,63,62,77,77
25,76,59,36,60,59,74,79
25,76,73,70,75,76,64,63
26,76,78,69,73,78,69,76
26,76,80,64,73,76,72,78
29,76,66,40,59,55,75,80
27,76,77,37,67,60,76,79
26,76,56,78,78,76,40,79
28,76,64,42,53,62,76,79
26,76,75,74,64,76,32,66
27,76,66,79,71,76,26,64
27,76,61,77,68,73,41,74
27,76,67,49,60,66,77,83
27,76,77,66,70,76,73,70
26,76,81,71,70,78,37,69
26,76,80,66,71,76,75,72
28,76,64,55,72,69,75,77
27,76,88,74,74,78,40,72
26,76,85,65,68,78,70,70
28,76,67,64,72,69,72,78
27,76,63,35,50,61,76,75
25,76,54,78,59,69,30,81
26,76,74,66,74,80,70,68
26,76,75,69,78,76,56,69
27,76,54,32,40,42,76,85
27,76,68,68,75,76,68,64
28,76,78,72,69,77,72,78
36,76,67,82,60,75,26,56
36,76,46,44,57,52,77,65
34,76,34,71,79,71,74,73
29,76,74,56,68,71,74,72
36,76,65,64,73,71,75,75
33,76,66,76,73,72,46,71
33,76,57,73,76,76,71,66
37,76,44,59,70,68,77,72
33,76,41,48,63,61,77,67
35,76,61,76,80,77,51,60
32,76,64,73,77,77,64,66
33,76,70,62,74,73,74,70
34,76,57,77,71,72,43,68
36,76,63,72,72,80,44,58
33,76,58,75,59,67,35,75
32,76,41,67,76,73,72,70
38,76,46,79,61,65,36,74
32,76,58,46,71,76,71,72
37,76,74,71,72,82,46,65
31,76,58,62,75,72,69,76
31,76,61,74,77,76,47,71
33,76,42,64,72,65,73,72
32,76,65,73,75,76,44,63
33,76,84,69,71,75,72,76
32,76,73,74,73,77,45,73
34,76,62,62,71,73,71,77
35,76,74,71,75,79,60,72
36,76,64,70,78,79,33,60
34,76,69,66,70,74,76,70
34,76,56,71,78,74,49,61
32,76,66,51,55,61,76,79
30,76,47,62,73,71,76,80
29,76,72,74,68,72,41,68
30,76,84,73,73,79,33,51
31,76,60,65,72,73,71,75
33,76,45,37,63,50,75,80
32,76,56,70,74,76,68,65
34,76,51,28,44,56,76,79
31,76,66,76,68,81,27,62
29,76,70,76,61,69,32,81
30,76,52,52,48,49,77,73
32,76,50,39,59,45,76,75
29,76,73,72,72,78,56,75
32,76,50,77,75,73,41,73
35,76,70,72,75,78,45,60
31,76,42,71,70,69,76,88
31,76,58,37,60,65,78,70
31,76,76,66,73,75,68,66
33,76,77,77,75,81,70,64
31,76,66,73,79,79,54,67
31,76,73,70,76,79,33,60
32,76,55,69,76,71,71,73
33,76,60,64,68,70,74,85
34,76,70,73,76,78,46,60
30,76,58,72,79,74,64,69
30,76,40,37,57,53,77,73
30,76,65,74,79,75,49,59
29,76,49,65,75,73,71,73
30,76,57,64,74,69,71,78
30,76,71,64,70,74,75,67
29,76,70,68,75,77,59,69
30,76,76,71,68,77,37,71
31,76,56,78,55,66,38,77
32,76,73,71,74,77,52,50
32,76,61,53,68,64,77,71
27,76,52,40,47,44,76,78
28,76,68,69,68,66,76,78
33,76,46,46,59,59,74,82
31,76,40,76,61,70,40,77
29,76,84,77,73,80,37,55
28,76,87,68,70,76,72,71
28,76,74,74,72,78,45,69
31,76,75,72,75,78,47,60
32,76,73,51,70,75,75,72
30,76,55,59,72,68,73,77
30,76,52,52,59,59,76,78
29,76,69,65,61,69,76,85
28,76,74,71,76,76,57,71
28,76,69,76,77,81,54,69
31,76,92,70,67,79,45,63
29,76,84,65,73,78,71,65
33,76,61,71,76,79,50,50
31,76,74,48,67,66,76,76
32,76,77,50,68,71,74,78
30,76,44,63,72,67,76,69
29,76,71,59,73,75,74,67
29,76,64,69,75,73,61,62
28,76,75,58,71,79,73,68
27,76,78,74,73,77,71,75
30,76,40,56,69,65,73,74
29,76,58,41,64,65,77,74
31,76,76,74,73,78,33,70
31,76,86,73,70,81,28,65
28,76,89,67,69,80,45,71
29,76,69,50,68,64,74,78
28,76,71,60,71,74,75,69
29,76,75,72,65,78,44,67
30,76,80,56,74,76,72,65
31,76,66,66,74,78,73,79
32,76,67,73,76,78,42,63
28,76,75,78,72,78,43,68
29,76,70,55,65,67,75,77
29,76,61,72,77,77,55,63
28,76,86,75,62,73,30,72
28,76,77,61,71,72,73,69
28,76,59,69,77,73,69,74
31,76,85,77,73,76,38,82
32,76,67,74,62,71,39,76
33,76,73,74,69,77,53,76
34,76,57,75,72,77,28,72
30,76,60,48,58,63,75,77
30,76,85,71,70,78,29,58
28,76,68,30,51,60,74,85
29,76,51,69,72,70,74,79
30,76,67,57,66,73,74,77
31,76,37,45,58,46,77,65
27,76,70,73,74,75,66,77
27,76,72,75,72,75,40,67
28,76,63,64,77,74,67,69
27,76,58,75,49,69,27,70
28,76,71,76,70,72,39,76
29,76,63,32,57,55,77,75
28,76,74,33,52,60,76,78
32,76,59,78,60,68,45,77
28,76,65,71,74,76,66,60
27,76,72,72,76,76,66,63
30,76,48,28,50,50,77,74
29,76,85,66,71,78,72,71
27,76,73,70,72,83,49,65
28,76,78,60,69,73,74,82
30,76,72,56,67,72,73,87
28,76,80,77,64,76,32,61
28,76,92,65,70,77,53,74
29,76,84,64,74,76,71,68
26,76,75,69,73,80,34,69
28,76,81,77,58,72,28,61
29,76,63,72,74,70,71,77
31,76,36,29,55,63,76,78
31,76,65,45,49,60,78,74
30,76,32,44,56,61,74,82
30,76,78,48,69,74,73,73
28,76,83,72,71,77,43,69
30,76,81,72,72,77,40,58
27,76,85,72,73,79,41,65
30,76,65,47,54,55,77,75
28,76,75,72,72,74,68,79
30,76,75,72,77,74,62,71
28,76,70,59,68,70,74,75
26,76,86,69,67,80,38,53
27,76,79,69,75,75,47,65
29,76,87,75,67,74,39,74
26,76,77,73,75,79,35,61
28,76,85,71,73,78,72,80
31,76,83,72,71,78,44,48
31,76,76,48,69,75,74,70
31,76,47,46,56,53,75,79
27,76,58,50,61,49,76,79
27,76,74,64,69,70,74,78
31,76,85,63,75,77,71,72
35,76,82,54,71,73,75,65
31,76,64,40,54,51,76,78
35,76,65,53,63,61,74,83
31,76,76,76,61,73,30,64
31,76,55,40,58,59,77,76
31,76,81,75,67,76,30,65
28,76,76,72,70,78,41,69
30,76,81,74,70,80,33,73
19,75,78,65,75,75,71,76
21,75,79,63,70,74,70,78
20,75,71,68,74,76,46,53
19,75,87,67,68,75,64,62
20,75,71,62,73,73,69,74
20,75,77,62,73,79,34,58
20,75,88,72,66,80,37,59
19,75,70,35,67,70,75,74
22,75,92,68,65,77,32,67
22,75,77,76,68,77,40,62
20,75,87,72,64,75,27,71
22,75,79,76,72,75,40,49
20,75,85,70,68,75,57,73
20,75,80,60,71,77,70,77
21,75,78,69,71,76,45,57
20,75,68,35,59,56,75,71
20,75,93,67,66,79,47,63
19,75,78,69,69,76,32,57
23,75,67,76,58,76,27,69
23,75,80,70,62,72,41,81
22,75,87,61,70,75,70,75
21,75,85,59,70,76,68,67
23,75,77,70,73,76,67,64
23,75,72,53,66,68,73,74
21,75,76,72,69,77,70,82
21,75,70,28,54,59,74,76
22,75,85,69,70,80,44,55
20,75,79,69,69,79,31,62
21,75,87,65,70,76,31,51
22,75,81,67,71,80,40,60
20,75,83,60,71,76,65,72
23,75,62,28,48,49,74,81
22,75,77,75,71,75,35,66
22,75,79,72,67,77,43,64
22,75,76,53,70,77,72,68
21,75,64,54,73,77,72,73
21,75,82,73,63,71,32,79
23,75,89,63,68,79,38,52
21,75,84,71,61,75,40,70
20,75,68,53,72,75,75,65
21,75,92,71,62,79,39,67
21,75,86,68,69,80,35,65
25,75,70,32,50,58,73,78
23,75,82,77,73,75,46,72
23,75,76,67,71,78,57,61
23,75,66,51,58,63,74,74
24,75,72,67,69,76,68,75
23,75,84,47,64,74,71,72
24,75,74,62,69,72,73,73
22,75,69,57,68,70,73,74
24,75,82,66,72,77,48,62
22,75,76,60,74,76,68,69
22,75,73,77,70,72,47,69
21,75,66,62,73,76,65,69
22,75,68,62,69,76,71,78
22,75,84,49,64,69,72,80
21,75,86,74,66,78,28,62
22,75,76,73,72,74,32,68
21,75,71,71,71,71,61,73
23,75,90,71,63,77,30,72
20,75,86,75,62,72,38,71
21,75,77,65,72,74,72,72
22,75,70,57,60,64,77,79
24,75,65,23,43,40,77,74
22,75,74,75,72,76,48,70
24,75,67,38,54,59,75,77
24,75,86,73,66,78,18,66
22,75,75,73,66,72,41,69
24,75,73,48,54,60,76,71
24,75,77,74,68,78,29,55
23,75,92,70,64,81,36,63
23,75,68,76,65,79,30,64
24,75,67,63,73,74,67,64
22,75,77,73,58,73,40,69
25,75,66,38,53,47,76,74
23,75,63,31,57,59,75,72
23,75,74,63,74,78,69,77
23,75,72,73,73,78,44,49
23,75,88,66,71,78,40,54
23,75,67,66,69,68,72,83
22,75,70,42,66,66,76,71
23,75,74,64,73,76,66,53
25,75,51,47,49,57,76,76
23,75,72,39,59,64,74,79
24,75,83,65,74,72,38,66
25,75,61,73,71,70,73,71
21,75,83,73,67,76,47,75
23,75,72,67,73,75,64,70
24,75,92,36,59,72,68,74
23,75,67,69,73,77,60,62
21,75,78,48,65,69,75,76
22,75,62,33,46,58,73,78
21,75,66,39,53,59,75,71
23,75,81,48,68,77,70,73
24,75,61,41,48,54,75,77
22,75,74,65,72,76,73,70
21,75,67,60,64,68,73,83
24,75,71,60,72,72,69,72
25,75,66,67,71,73,68,77
24,75,81,68,70,78,33,58
24,75,63,49,65,68,74,76
24,75,77,57,69,71,72,72
25,75,77,45,66,64,74,73
24,75,74,66,71,81,38,66
24,75,73,66,71,76,70,78
24,75,70,50,63,71,72,85
26,75,71,40,60,66,74,85
23,75,88,67,67,81,37,55
24,75,75,71,74,74,64,66
24,75,79,71,72,74,71,70
26,75,75,40,56,63,73,81
24,75,85,63,71,73,72,70
23,75,67,66,71,72,74,75
23,75,70,34,55,50,76,75
24,75,81,70,73,76,68,77
25,75,91,73,68,82,29,51
23,75,87,69,69,77,41,59
24,75,89,72,67,80,41,65
25,75,78,76,63,74,43,75
23,75,83,70,70,80,29,67
24,75,70,54,76,80,72,61
25,75,81,73,68,77,44,72
24,75,71,42,60,63,74,72
24,75,70,49,62,67,76,72
25,75,70,70,74,74,52,59
23,75,59,32,51,55,75,74
24,75,66,63,67,65,75,76
23,75,75,68,71,71,69,81
23,75,70,35,63,69,74,65
25,75,58,32,43,52,75,76
25,75,71,43,63,68,75,75
24,75,75,66,74,77,49,52
24,75,64,61,70,74,72,71
23,75,84,70,76,81,69,67
24,75,68,69,75,74,68,65
25,75,65,32,45,43,76,77
25,75,79,68,72,74,52,70
24,75,77,70,70,76,63,77
25,75,54,46,59,56,75,74
25,75,57,58,67,69,72,69
25,75,57,74,52,67,27,79
24,75,85,70,69,81,35,59
25,75,60,74,53,67,27,77
24,75,78,73,70,76,30,67
24,75,81,72,69,76,30,67
24,75,77,67,74,84,41,67
24,75,85,69,68,78,26,55
26,75,80,41,53,56,75,77
23,75,74,66,77,75,63,67
25,75,80,75,58,72,36,68
24,75,66,65,69,71,72,76
25,75,67,63,73,70,71,74
26,75,51,77,61,67,41,76
26,75,68,60,71,78,60,75
25,75,73,62,73,74,67,76
27,75,64,66,68,68,70,78
27,75,72,48,62,66,73,78
26,75,70,67,72,75,76,78
25,75,75,64,68,73,72,74
26,75,66,58,69,72,70,77
26,75,76,72,58,70,27,76
25,75,74,62,76,76,71,76
24,75,77,68,72,77,50,60
26,75,68,73,70,79,49,66
25,75,80,69,74,76,37,49
26,75,84,61,69,75,71,78
25,75,77,73,69,78,51,70
25,75,47,56,61,63,74,80
26,75,83,71,55,74,23,66
25,75,59,70,76,74,61,67
25,75,65,63,71,76,61,70
25,75,73,72,73,76,52,60
26,75,69,72,75,78,34,62
25,75,86,71,69,77,38,68
25,75,60,68,77,72,63,54
26,75,68,75,60,69,38,82
25,75,68,59,66,74,73,73
24,75,92,74,64,80,45,63
25,75,78,63,72,76,69,69
24,75,77,73,71,77,45,64
26,75,81,63,68,76,68,55
25,75,61,67,69,69,70,74
27,75,55,51,66,68,75,77
25,75,75,59,70,75,73,66
25,75,85,74,62,73,37,76
25,75,79,73,69,79,36,44
25,75,61,76,57,69,32,70
26,75,86,49,65,70,71,71
25,75,66,76,76,77,49,67
25,75,82,70,68,74,33,69
26,75,75,61,75,75,69,75
26,75,71,67,70,76,67,49
26,75,73,74,74,78,36,57
26,75,77,60,72,73,70,81
26,75,76,55,68,71,74,70
26,75,65,32,55,65,75,71
26,75,63,69,74,78,55,50
26,75,71,63,73,72,76,76
25,75,87,36,62,72,71,69
27,75,47,60,66,65,75,74
26,75,89,53,66,75,69,71
25,75,56,38,52,59,75,79
26,75,65,35,50,58,76,75
26,75,66,63,72,67,76,74
29,75,52,52,53,54,76,73
29,75,50,44,60,61,75,71
28,75,51,41,46,38,75,81
29,75,70,34,65,62,76,79
27,75,83,55,71,76,69,73
26,75,79,70,71,77,57,77
26,75,80,70,70,80,37,57
27,75,86,67,73,76,68,79
26,75,76,75,67,73,38,70
27,75,84,64,71,80,58,72
27,75,78,76,72,79,44,59
27,75,75,73,72,74,64,72
26,75,80,71,72,78,25,62
27,75,66,40,63,67,76,72
27,75,82,66,69,74,71,71
26,75,69,70,74,76,40,57
28,75,74,65,70,73,73,76
28,75,65,44,51,49,75,79
27,75,73,69,75,78,50,61
29,75,39,34,49,54,77,77
26,75,74,71,73,80,38,61
26,75,82,48,67,69,71,79
27,75,68,77,55,66,34,68
28,75,52,20,44,54,75,80
26,75,65,68,75,77,39,55
27,75,72,70,74,76,65,70
26,75,90,65,72,74,69,72
26,75,74,38,64,75,73,69
25,75,79,73,69,79,42,70
27,75,81,54,68,75,71,69
27,75,65,34,63,62,77,64
28,75,66,59,66,68,71,72
26,75,81,64,75,80,54,61
26,75,84,67,69,79,49,56
26,75,77,72,68,78,41,62
26,75,74,75,68,75,46,64
27,75,78,70,67,75,53,76
26,75,90,66,69,75,59,71
27,75,52,68,71,71,71,73
26,75,86,68,68,75,58,75
40,75,34,77,73,75,37,64
33,75,58,78,73,78,32,66
34,75,50,59,76,72,69,71
34,75,63,52,65,70,72,81
34,75,51,44,67,64,75,71
35,75,29,34,41,55,76,72
34,75,62,67,72,70,71,70
35,75,67,44,61,59,74,78
34,75,49,56,70,71,79,70
34,75,77,63,72,76,73,70
34,75,70,79,74,75,46,77
35,75,65,71,78,76,47,77
28,75,65,69,77,74,47,51
35,75,59,65,76,76,40,62
32,75,32,40,48,47,76,65
35,75,46,70,80,71,48,60
35,75,53,55,65,69,75,79
34,75,62,64,71,71,74,74
33,75,55,68,65,67,74,82
34,75,56,68,77,75,76,59
34,75,52,31,61,64,76,75
33,75,69,73,73,76,46,53
33,75,72,70,75,76,60,67
33,75,33,33,52,55,76,73
32,75,56,69,77,76,66,62
34,75,51,61,67,69,74,71
33,75,75,73,68,75,43,71
30,75,75,61,71,74,73,78
32,75,70,52,67,70,73,74
31,75,71,68,73,74,76,75
31,75,84,67,72,79,30,39
32,75,45,68,72,70,65,77
30,75,79,73,75,79,69,74
32,75,57,55,60,57,76,72
32,75,52,51,65,65,74,76
32,75,52,65,75,69,66,66
32,75,55,34,57,62,76,70
33,75,70,69,77,78,58,62
31,75,58,66,76,74,70,68
33,75,79,65,71,76,53,74
33,75,55,45,51,52,75,80
32,75,72,74,68,72,46,76
34,75,61,77,66,74,38,66
29,75,64,72,59,70,30,82
29,75,74,74,59,71,33,77
30,75,67,68,71,82,37,61
34,75,71,73,60,70,39,80
30,75,65,57,67,71,72,81
31,75,70,71,72,71,71,72
32,75,44,53,55,55,77,75
31,75,32,32,57,58,78,70
31,75,60,59,65,70,74,74
30,75,44,77,61,67,44,80
33,75,60,58,70,68,74,73
29,75,49,53,71,65,75,75
32,75,73,70,73,80,44,48
31,75,53,76,65,65,20,78
30,75,67,55,65,68,75,79
31,75,52,29,48,43,77,73
30,75,56,38,50,56,74,79
28,75,58,74,61,65,32,72
31,75,45,33,53,47,76,72
29,75,63,70,72,73,72,79
29,75,69,58,66,73,77,67
30,75,63,74,70,71,43,69
33,75,64,69,74,77,58,67
29,75,67,65,72,75,73,73
29,75,55,68,73,70,70,69
32,75,51,32,57,49,74,80
29,75,77,56,69,73,73,71
28,75,57,66,78,68,70,62
29,75,63,75,75,78,34,63
29,75,73,74,76,76,65,69
29,75,45,44,59,50,73,76
29,75,69,69,58,72,28,75
30,75,68,60,71,69,70,78
30,75,67,41,58,45,75,78
31,75,77,54,73,75,72,72
28,75,82,70,71,75,43,70
28,75,58,60,73,73,74,65
28,75,83,66,72,76,71,76
30,75,76,60,72,73,72,69
31,75,84,76,58,73,29,67
30,75,81,69,69,79,34,75
30,75,70,75,59,68,31,77
30,75,70,70,75,77,34,60
30,75,62,62,72,73,75,75
