,Размер,Вес,Сладость,Хрусткость,Сочность,Спелость,Кислотность,Качество
392,0.49,-0.286,2.283,-0.1,-0.034,-2.245,2.124,1
393,-4.561,2.126,-3.325,-1.062,2.928,4.126,-0.61,0
394,-2.258,-1.917,1.804,0.053,-3.268,-0.781,-2.395,0
395,-0.056,0.558,-0.496,1.292,-0.807,-0.116,-1.517,0
396,2.826,-1.119,-1.649,0.959,0.437,0.644,1.601,1
397,0.481,-0.14,-2.941,3.604,-3.466,2.216,-0.857,0
398,0.78,-1.562,0.868,3.279,3.137,0.854,-0.118,1
399,-1.037,2.611,-2.976,0.41,-0.584,3.588,4.406,0
400,-1.455,-0.094,-1.81,0.631,2.117,-2.283,-1.59,1
401,1.259,-0.155,-2.828,2.61,1.199,-0.754,0.108,1
402,1.324,1.717,-0.97,-1.087,-0.479,0.243,0.15,1
403,-1.122,-0.755,-0.939,0.462,1.779,0.854,1.291,0
404,-3.894,-0.928,-0.355,0.805,2.426,3.119,0.872,0
405,0.773,-1.002,-0.573,0.656,-0.577,-0.665,0.248,1
406,1.109,0.035,1.014,-0.135,3.025,-2.096,3.412,1
407,0.805,-0.377,-0.302,1.718,-2.686,-2.047,-0.251,0
408,1.896,-3.145,-0.399,2.174,1.037,3.47,-0.316,1
409,-1.456,1.715,-1.754,0.623,-0.238,0.17,0.82,0
410,-0.408,-1.15,-3.031,0.844,-2.318,2.477,-1.101,0
411,-1.318,-1.806,2.863,-0.458,2.059,2.309,-0.287,0
412,-0.704,-5.227,4.445,3.244,1.187,2.484,3.065,1
413,-0.817,-1.668,-1.354,0.473,1.823,1.509,-3.093,0
414,0.305,0.233,-2.443,1.55,-1.835,0.512,0.387,0
415,-3.378,0.246,-0.528,1.42,0.454,2.868,-1.568,0
416,0.28,2.006,-0.59,0.634,-0.062,-1.286,1.282,1
417,3.85,2.174,1.59,0.749,1.432,-1.27,5.0,1
418,0.055,-1.096,0.732,2.031,-2.081,0.375,1.526,0
419,0.734,-4.944,-0.926,0.108,5.198,-1.521,1.445,1
420,-0.58,-2.573,1.364,1.053,0.487,1.589,-0.792,0
421,-2.588,0.934,-2.318,-1.909,0.649,4.486,0.194,0
422,2.939,-1.121,-1.808,4.25,0.994,1.98,0.927,1
423,-0.166,0.386,-1.103,0.474,0.325,0.983,-2.172,1
424,-3.627,-0.537,2.876,-1.098,1.002,-0.075,-2.069,1
425,-0.71,0.522,0.647,3.998,-1.612,0.827,-0.181,0
426,-0.44,0.185,0.267,0.964,1.269,0.301,-1.945,1
427,-0.093,-1.017,0.624,1.81,1.157,-3.368,-0.722,1
428,2.791,-3.678,-0.641,4.096,1.493,2.792,2.19,1
429,-2.827,1.098,0.088,0.248,1.584,-0.646,-4.292,1
430,0.159,0.416,-5.071,2.745,-3.595,2.335,1.976,0
431,-1.025,0.951,0.478,0.75,-1.668,-0.783,-1.75,0
432,-2.074,-0.617,-0.283,0.261,2.31,0.615,-0.519,0
433,2.066,-4.284,1.764,2.737,1.258,2.935,2.686,1
434,1.222,0.304,-1.983,0.966,0.819,-1.363,-0.146,0
435,0.071,-3.022,-2.432,2.65,-2.988,-0.543,-3.934,0
436,1.381,0.725,-0.457,1.641,3.024,-2.303,3.558,1
437,-0.307,-0.59,0.197,1.304,0.011,-0.444,-0.622,0
438,0.718,-2.854,0.132,0.982,-3.704,-1.018,-2.92,0
439,-1.353,0.096,-2.33,2.519,-3.172,-0.438,-0.009,0
440,-1.305,-0.273,-0.526,1.792,1.042,0.214,-0.731,1
441,-0.874,-2.635,-0.84,2.754,-4.901,-0.156,-1.291,0
442,-1.769,-0.338,0.815,-0.436,3.507,-0.749,-4.422,1
443,0.218,0.381,-0.449,2.318,1.961,0.084,0.032,1
444,0.494,1.962,1.437,-0.429,0.947,-1.989,3.497,1
445,-0.879,0.331,-0.254,1.772,0.765,-2.886,0.383,1
446,-1.511,-2.03,-0.186,2.122,0.257,1.009,3.189,0
447,-2.152,-1.996,0.811,2.091,3.266,-0.207,-1.966,1
448,-2.589,-1.424,-4.391,0.868,-0.138,4.138,-2.803,0
449,2.25,-2.91,0.205,2.608,-1.762,-1.562,-1.963,0
450,-3.114,-1.882,2.28,1.91,2.991,0.513,2.05,1
451,-2.394,-2.843,1.177,-0.693,0.401,2.7,-2.857,0
452,-0.832,-0.154,-0.036,-0.323,1.223,1.348,-1.733,1
453,1.506,-0.24,-1.937,0.816,1.119,-0.004,2.6,1
454,-1.344,-2.598,3.039,0.478,0.301,1.253,0.019,1
455,0.258,-4.142,3.573,-0.748,-1.057,3.672,1.164,1
456,-0.142,2.092,-2.431,1.499,-1.072,2.291,1.122,1
457,-1.21,-2.27,-0.879,1.409,-4.925,1.131,-0.837,0
458,-2.68,1.281,-0.16,1.496,2.907,-1.646,-2.334,1
459,-0.569,-1.67,-2.315,0.575,3.654,1.779,2.0,0
460,-0.448,-0.159,-0.398,2.069,-1.224,-0.401,0.495,0
461,-0.107,1.36,-0.263,1.431,2.113,-2.75,1.955,1
462,-3.82,0.738,1.402,-1.027,2.101,-0.333,-1.292,1
463,0.135,-1.396,0.116,1.779,0.006,2.655,2.483,1
464,-1.687,0.219,-0.395,0.032,-0.27,-0.635,-1.756,0
465,0.86,-2.554,-0.138,4.257,-0.792,-2.4,-0.07,1
466,-1.004,-2.909,-0.503,1.65,2.448,-2.526,1.414,1
467,-0.79,-1.336,1.682,0.45,-1.446,1.604,-1.385,1
468,-0.061,0.407,1.52,1.535,-2.755,-1.243,2.573,0
469,-3.158,-1.791,1.533,0.145,2.538,0.804,1.692,0
470,-0.58,-1.688,-1.741,1.678,-0.203,-1.136,0.228,1
471,0.629,-0.634,-2.046,1.27,-2.293,1.179,0.406,0
472,0.436,1.604,-1.556,1.325,-3.245,-0.333,-1.792,1
473,0.449,-1.878,-0.507,1.52,-4.229,-0.369,-0.801,0
474,1.728,1.787,-1.431,0.16,0.189,-0.011,2.309,1
475,-0.704,-4.655,-0.299,0.367,-2.208,2.344,-4.233,0
476,2.388,-1.951,-1.001,0.991,0.474,3.193,-1.037,1
477,-2.548,-0.856,-0.922,0.947,1.357,2.917,0.405,0
478,2.556,-0.231,-1.6,-0.757,1.87,0.305,0.45,1
479,1.603,-1.42,-0.598,0.837,-0.769,3.08,0.985,1
480,1.766,-1.665,-0.563,2.493,1.866,1.5,-1.133,1
481,2.041,-0.712,0.077,1.157,-1.448,3.035,2.466,1
482,-0.433,1.16,-2.863,1.749,0.916,1.724,1.386,1
483,0.481,-3.028,-1.227,2.706,-0.004,-1.455,0.745,1
484,-5.179,3.285,-0.51,1.482,3.732,-2.844,-2.312,1
485,0.073,-0.259,-2.666,0.103,-1.872,1.328,-1.01,0
486,-1.716,-1.358,-0.693,0.962,2.959,2.924,-0.438,0
487,-4.575,0.196,3.77,1.465,2.75,-2.54,-1.801,1
488,-2.764,0.833,1.148,1.66,0.555,-0.667,2.279,0
489,0.773,1.541,-2.732,1.44,0.282,0.874,1.95,0
490,-1.742,-1.201,-2.209,-0.198,-2.453,2.16,-2.082,0
491,-0.21,0.875,-2.954,3.104,-0.599,-1.188,-0.307,1
492,0.991,-4.02,1.438,4.069,3.314,1.131,0.753,1
493,0.187,0.121,-1.521,0.74,0.496,-1.263,-0.98,1
494,-2.025,0.618,-2.355,0.551,1.623,2.483,-0.156,0
495,-2.644,1.475,0.145,1.171,1.541,-0.945,-2.857,1
496,-3.286,-1.763,3.429,1.069,2.832,-1.194,-1.919,1
497,-2.863,-0.858,1.943,-0.341,2.702,-0.046,-3.122,1
498,-1.875,1.577,-0.691,-0.309,-0.918,1.49,-1.042,1
499,0.215,-0.541,-0.423,2.211,1.23,-2.431,0.78,1
500,1.669,2.704,0.352,0.106,2.075,-1.686,3.599,1
501,-0.755,0.302,2.66,-1.826,-1.405,1.392,-2.046,1
502,-3.317,0.105,3.542,2.55,-2.113,-3.586,5.305,0
503,-2.311,0.599,-1.291,1.655,0.781,0.951,-0.827,1
504,0.547,-2.106,1.673,1.488,0.89,1.052,0.838,1
505,-0.279,-0.849,-3.641,3.247,1.469,-1.582,-1.371,1
506,-2.074,-1.213,-0.818,3.809,1.014,0.749,0.026,1
507,-0.056,-2.079,-2.587,0.483,-0.272,0.44,0.268,1
508,-2.07,-2.175,-1.271,1.575,-0.662,4.134,-1.658,0
509,2.126,-0.272,-1.013,3.43,1.322,-1.506,3.768,1
510,0.214,-1.583,-1.269,2.708,-2.819,-0.384,-0.487,0
511,2.834,-1.049,-1.729,1.694,-0.048,0.69,3.538,1
512,3.495,-2.644,0.419,3.646,-3.285,-2.297,-0.265,0
513,-0.55,0.101,-0.819,-0.294,-0.463,-0.146,-1.347,0
514,0.867,0.868,-0.994,1.175,0.25,-1.06,-0.528,0
515,2.679,-2.596,-1.562,2.313,2.159,-0.664,1.004,1
516,-2.562,-1.351,-0.82,1.49,-0.556,2.139,2.4,0
517,1.489,-0.565,-1.795,1.464,-1.173,-0.363,-0.624,0
518,0.347,-1.201,-3.082,3.642,-1.411,-0.819,-2.394,1
519,-0.899,0.175,-2.139,0.805,1.201,1.475,-0.727,0
520,3.008,-1.372,-1.658,1.491,-1.535,1.01,0.348,1
521,0.279,0.133,-2.752,-0.107,-0.791,1.268,-0.877,0
522,1.831,0.843,-2.527,-1.543,1.661,1.471,2.905,1
523,0.654,-2.072,-2.851,2.279,-1.903,1.433,-1.432,0
524,-2.067,-0.273,-1.111,0.95,-1.47,-0.317,-1.642,0
525,1.641,0.098,1.398,3.299,-1.792,-2.479,2.814,0
526,1.345,-6.557,0.299,1.978,3.578,-2.114,1.872,1
527,1.207,-0.509,1.736,1.301,-0.556,-1.332,1.009,0
528,0.064,0.389,-0.696,2.4,0.771,1.01,0.68,1
529,-0.218,-0.526,-2.728,0.726,2.87,3.071,-0.467,0
530,1.843,-1.801,3.094,0.87,-1.242,-1.457,0.489,0
531,-1.368,-0.164,-2.749,1.612,-1.698,2.544,1.274,0
532,-2.7,-2.386,-2.302,-2.079,5.871,3.246,1.818,0
533,0.407,-1.226,0.236,3.32,2.267,0.49,-0.433,1
534,0.559,-1.887,-4.296,1.471,0.638,4.074,0.296,0
535,-1.573,-0.816,-0.166,0.793,0.358,1.662,-2.748,1
536,-0.733,-0.525,0.534,0.535,0.448,-3.116,4.077,0
537,0.508,-0.08,-4.495,1.318,-1.86,3.185,0.978,0
538,-3.308,1.569,2.912,-1.379,0.897,-1.421,-3.997,1
539,-2.523,-2.573,1.839,2.911,-0.148,-4.636,-0.142,1
540,0.128,-0.745,0.821,-0.571,0.569,1.871,-1.719,1
541,-2.131,-2.086,0.29,-0.017,-3.131,0.098,-2.948,0
542,-0.173,-3.148,-0.496,0.581,0.164,-1.184,-0.513,1
543,-5.234,-0.782,5.56,2.249,0.85,-1.649,4.306,0
544,-2.675,-0.021,0.524,-0.489,1.401,0.935,-2.83,1
545,-0.265,-0.623,-1.731,1.367,-1.782,1.124,-0.205,0
546,-3.977,2.426,1.458,-1.816,-0.11,-0.962,-4.385,1
547,-2.102,0.793,0.777,1.511,0.415,-1.582,-0.087,0
548,-2.287,0.162,-1.196,0.67,-0.001,2.491,0.823,0
549,-1.484,-1.115,-4.692,-1.367,0.111,6.066,-1.956,0
550,-2.305,-2.627,3.221,1.521,2.629,0.216,-0.22,1
551,0.854,-2.953,0.426,0.403,3.297,-1.751,2.791,1
552,0.239,-2.55,-1.853,1.527,-2.734,0.317,-3.022,0
553,-1.522,0.469,-4.247,0.487,-0.703,0.948,-2.368,0
554,-4.233,-1.005,0.982,-1.519,1.621,1.883,-3.052,0
555,3.099,-1.692,-3.679,0.964,0.538,1.66,-0.545,1
556,2.739,-2.965,-0.881,0.306,3.802,-0.511,2.572,1
557,-1.377,1.088,0.826,-0.221,2.22,-0.765,-2.793,1
558,-1.308,-1.271,-1.086,0.554,1.648,1.84,-2.142,0
559,2.119,-0.441,-0.885,1.047,1.655,1.783,-1.917,1
560,1.061,-0.305,-3.494,0.935,0.882,1.317,-1.514,0
561,2.047,-5.909,-0.951,0.707,1.238,-0.203,-1.353,1
562,0.26,-0.815,0.869,-0.204,-0.765,2.228,0.423,1
563,1.49,-1.655,0.686,3.132,-0.669,-1.35,0.118,0
564,-0.514,-0.987,2.179,2.856,2.138,0.153,0.554,1
565,0.842,-1.302,-1.376,1.815,-0.992,1.148,-0.352,0
566,-2.203,0.605,-2.3,-1.21,0.778,2.987,-0.939,0
567,1.153,-1.647,1.074,1.518,-1.024,1.725,-1.394,1
568,0.101,-1.876,-0.342,1.7,-1.171,0.385,-1.247,0
569,-0.3,-1.4,1.242,0.963,1.053,1.037,-1.486,1
570,3.964,0.444,-1.33,-1.408,4.338,0.649,4.858,1
571,0.24,0.741,-3.071,-0.012,1.777,0.192,-0.93,0
572,-2.877,2.173,-2.716,-1.142,-0.047,2.955,1.004,0
573,3.505,-5.479,-1.549,-0.721,1.908,1.911,2.445,1
574,0.39,-4.387,3.87,1.637,3.262,1.095,-1.022,1
575,1.832,2.206,2.037,-1.902,0.356,-0.795,5.087,1
576,0.295,-0.354,-0.54,2.86,0.672,1.292,0.921,1
577,0.468,0.155,-2.347,-0.218,2.24,0.065,-0.712,0
578,1.117,-0.346,-1.001,2.452,-1.395,-0.644,1.811,1
579,-3.227,1.681,-0.021,-1.189,0.573,-0.043,-3.021,1
580,-1.88,0.403,0.518,2.415,1.62,0.009,2.626,0
581,2.833,-1.946,-5.407,-1.205,3.676,1.002,0.003,0
582,2.324,-0.661,-2.11,1.999,2.101,0.555,-0.765,0
583,2.925,-1.147,-1.766,2.277,0.867,-0.303,0.978,1
584,0.079,-1.894,1.302,-0.195,0.627,1.908,-0.642,1
585,-2.825,-0.676,-2.058,-0.024,0.704,4.538,-0.221,0
586,-0.515,0.33,-1.419,1.167,0.232,2.112,1.038,1
587,-2.73,-1.339,-0.281,2.77,-2.89,1.775,2.724,0
588,-2.076,-0.276,-1.067,3.08,-2.319,-1.947,-1.115,0
589,-1.946,-1.247,-0.711,1.457,-1.082,0.424,-1.678,0
590,1.631,-1.317,-2.013,1.622,0.261,0.293,-0.464,0
591,-0.473,-0.555,0.56,-0.425,-0.25,1.852,-4.809,1
592,3.2,0.962,-0.53,0.747,-1.003,0.45,2.577,1
593,-2.135,-1.508,-0.338,1.125,1.193,1.369,2.981,0
594,-1.264,0.4,1.686,0.323,0.432,-1.134,-0.067,0
595,2.616,-1.586,-4.368,-1.086,3.359,0.596,0.895,0
596,-0.819,-1.491,2.477,-0.32,3.459,-3.429,4.174,1
597,-2.413,-0.974,-0.331,-1.483,1.741,-1.865,0.12,1
598,0.081,0.311,2.102,1.285,1.434,-3.74,1.051,0
599,-0.54,-0.372,0.74,3.301,1.532,0.675,2.011,1
600,-0.592,-2.497,2.787,0.786,0.267,1.59,-0.447,1
601,1.615,0.845,-4.461,0.864,-0.771,1.905,-0.008,1
602,0.44,-0.536,-0.854,0.161,-0.05,3.082,1.335,0
603,0.319,-3.02,-1.594,2.591,0.367,-1.099,0.755,1
604,0.035,-0.93,-1.972,1.381,-1.218,-0.277,0.604,1
605,2.862,-4.387,-2.529,1.397,1.338,1.186,1.573,1
606,2.666,-1.689,-4.635,1.297,0.46,1.889,-0.371,0
607,-0.607,1.228,-0.183,0.441,-1.528,-1.285,1.436,1
608,-0.607,-4.249,-1.361,1.128,2.509,-1.684,-0.379,1
609,1.072,1.404,-2.709,-0.909,-0.125,0.998,0.796,1
610,-1.024,-1.746,1.37,-0.277,-0.375,0.728,-1.685,0
611,-1.643,-0.286,0.494,0.658,2.059,1.29,0.167,1
612,2.448,-3.261,0.155,-0.792,3.613,-0.192,3.592,1
613,-0.588,-1.969,-1.864,1.043,-1.386,0.759,-3.071,0
614,-0.605,0.521,-0.862,-0.716,-3.462,0.445,0.521,0
615,2.275,-1.197,-3.301,-1.99,3.369,1.932,2.191,1
616,1.701,-0.243,-1.61,2.588,-1.843,-0.286,1.402,0
617,-1.206,-0.304,-0.552,2.072,-0.966,2.152,-0.846,0
618,2.623,-0.728,-5.08,1.235,0.45,1.794,-1.726,1
619,-2.299,-0.201,0.024,0.677,1.714,0.191,2.663,0
620,-1.101,-1.928,2.488,0.448,-1.069,-0.008,-0.652,0
621,-0.976,-4.201,-1.681,1.546,-1.33,2.644,-4.008,0
622,0.642,-2.452,-2.654,-0.365,3.615,1.898,1.327,0
623,-0.56,-0.663,-1.656,0.401,0.994,1.077,0.704,0
624,0.608,1.256,-3.185,3.793,0.447,1.364,0.773,1
625,-0.316,-2.266,2.211,1.379,1.648,0.852,-1.461,1
626,-3.227,-3.257,1.752,1.176,2.982,0.605,3.311,0
627,2.174,-2.651,-1.41,2.194,2.864,-1.273,1.726,1
628,-3.419,-1.898,4.162,-0.593,0.372,1.024,0.196,1
629,-0.209,0.025,-0.261,0.93,-0.613,1.344,-0.208,1
630,-0.807,-1.075,1.681,1.123,2.565,-1.535,2.943,0
631,0.217,-0.697,-2.28,1.084,-1.026,1.976,0.057,0
632,-0.141,-1.762,-0.135,3.072,0.356,2.047,2.158,1
633,-0.202,-0.595,0.364,0.9,1.549,-2.005,2.991,0
634,5.866,0.821,-0.593,0.768,3.05,0.684,6.701,1
635,-1.67,0.371,2.119,1.603,-1.359,0.273,-1.577,0
636,-2.033,-1.471,0.286,2.17,-1.104,0.644,1.776,0
637,0.459,-0.996,-3.967,0.09,2.73,2.622,0.243,0
638,-0.262,-1.017,0.649,0.906,-2.331,0.428,0.569,0
639,-3.663,0.882,0.772,-1.731,0.476,1.007,-3.675,1
640,-1.365,0.332,-0.483,-0.519,0.447,2.299,0.613,0
641,-0.166,-1.616,2.176,1.537,0.11,0.177,0.377,0
642,-0.151,0.151,-0.477,4.326,-3.066,0.529,-2.13,0
643,0.036,-0.604,1.029,2.846,3.729,-4.399,2.687,1
644,-2.646,-1.151,0.974,1.479,-0.221,0.179,3.539,0
645,2.654,-0.31,0.841,3.008,-1.145,-2.37,1.874,0
646,-1.953,-0.325,0.759,-0.543,-0.131,1.026,-0.56,0
647,0.142,-0.438,-1.28,0.606,-2.064,3.119,-0.843,1
648,0.55,-0.873,-0.584,1.141,-0.525,-1.19,-1.982,0
649,-2.68,-1.603,3.768,2.126,1.824,-0.496,1.132,1
650,-2.397,-2.346,2.581,2.504,2.605,0.06,-0.176,1
651,0.438,-2.102,-1.101,3.367,4.428,-2.941,3.276,1
652,-0.148,-1.999,-0.288,1.681,-2.513,-1.195,-2.451,0
653,-0.082,-2.577,4.352,-0.769,-1.009,1.97,-0.709,1
654,-0.275,-1.487,-1.729,1.669,0.017,2.648,-1.017,0
655,-4.19,-1.464,1.993,1.669,-1.242,0.281,3.271,0
656,1.468,-0.347,-1.927,2.651,-0.096,0.344,0.318,0
657,-4.096,-0.369,2.208,2.432,-2.184,1.153,-0.283,0
658,-0.093,0.312,-1.684,3.0,-1.451,-1.11,0.592,0
659,-0.141,1.092,0.269,0.584,1.54,-3.264,0.527,0
660,-0.939,-1.199,1.448,1.596,0.338,1.499,-0.105,1
661,-0.925,-1.214,-0.931,-0.19,1.06,1.214,0.52,0
662,-1.952,-0.943,0.954,0.825,1.226,1.166,-2.406,1
663,-0.43,1.203,-1.615,2.318,-5.802,-1.33,2.573,0
664,2.033,-0.48,-4.772,0.757,2.085,3.069,-0.797,0
665,0.344,-3.484,1.175,2.757,1.493,2.499,1.603,1
666,0.207,2.5,-2.276,1.717,-1.18,-1.028,-0.588,1
667,-2.351,-0.273,-3.568,-1.638,-0.054,5.254,-1.244,0
668,1.466,-2.775,0.993,1.502,-1.44,3.638,0.353,1
669,1.433,-0.401,-0.751,1.622,1.642,-1.88,2.577,0
670,-3.199,-0.632,0.306,0.631,3.373,1.191,3.067,0
671,2.133,-0.569,-1.163,0.471,-0.211,0.692,2.465,1
672,1.381,4.363,-2.57,2.139,-2.64,-0.034,0.243,1
673,-2.398,0.397,-1.607,-1.203,1.097,4.362,0.522,0
674,1.593,0.863,-0.985,3.203,3.548,-2.898,2.6,1
675,1.808,1.631,-0.795,-0.062,-0.405,-0.317,0.095,1
676,0.499,-2.075,1.062,1.53,-5.713,-2.63,-1.451,0
677,-2.926,0.414,-0.237,0.444,0.78,1.146,0.04,1
678,-0.075,1.685,-3.168,1.892,0.015,1.841,-2.571,0
679,-0.711,-3.378,1.826,2.683,2.706,1.077,0.536,1
680,2.022,-0.209,0.211,0.89,-2.38,0.393,2.565,0
681,-0.149,0.461,-0.236,2.571,-1.078,-2.124,1.079,1
682,-0.45,-0.393,0.021,-0.385,1.663,-1.282,0.354,0
683,0.861,-3.136,0.69,2.614,2.16,-2.85,1.41,1
684,-3.759,-1.796,0.519,0.607,1.5,2.329,2.12,0
685,-1.163,-0.302,-0.447,0.687,-2.007,0.786,0.447,0
686,-4.02,-1.474,1.256,0.31,1.93,0.735,2.384,0
687,-0.463,-1.156,2.324,1.442,1.389,-0.46,-2.261,1
688,-2.355,1.929,-0.982,0.435,-1.6,-1.914,-0.572,0
689,-0.113,-0.769,-0.865,-1.117,2.261,-0.999,-0.125,1
690,-4.041,-0.091,3.039,2.129,1.489,0.02,2.474,0
691,-3.608,-1.341,-0.841,0.538,1.786,3.358,1.461,0
692,-0.87,1.294,-0.163,-1.739,-0.204,1.252,-3.28,1
693,1.243,-0.751,-0.701,-1.034,-0.033,-0.611,-2.122,1
694,1.584,-1.22,-2.654,0.263,-0.712,0.484,-1.425,0
695,-2.993,-1.352,-1.114,0.88,1.696,1.372,3.765,0
696,-0.632,-1.626,-2.042,1.985,-0.471,-0.006,-3.024,0
697,-1.105,-0.043,0.857,-0.08,2.594,-0.586,-3.787,1
698,-0.23,1.138,-2.312,0.837,1.619,0.821,-2.464,1
699,-0.8,-0.502,2.197,-0.177,1.263,0.633,-1.502,1
700,-2.689,2.067,-1.427,-0.479,-0.532,2.246,2.025,0
701,0.271,-0.434,-2.925,0.037,4.092,0.454,1.264,0
702,0.796,-0.566,-3.28,1.522,1.547,2.024,-1.166,0
703,1.107,0.367,-0.525,2.168,-2.019,0.072,2.862,0
704,-3.21,2.249,-0.991,0.46,2.445,-1.54,-2.76,1
705,1.803,-0.013,-0.58,1.464,-0.13,-0.571,1.348,1
706,-2.85,-2.757,0.396,-0.007,0.905,3.636,-2.251,0
707,-0.199,1.212,-0.534,-0.412,1.232,-1.202,2.823,1
708,-1.395,2.188,-0.548,-1.053,-1.739,1.116,-2.924,1
709,0.029,1.187,0.667,2.193,-1.441,-3.156,2.406,0
710,-2.533,-3.124,1.117,-0.279,0.154,1.753,-3.756,0
711,2.276,2.066,-0.885,0.733,-0.447,-2.713,-2.45,0
712,-3.901,-1.295,-0.882,2.531,-0.867,2.692,3.617,0
713,-0.435,0.451,-0.984,0.976,0.365,0.514,0.553,0
714,-3.685,0.591,2.159,1.383,2.359,-1.257,-0.464,1
715,1.118,1.537,-0.669,-1.093,-1.805,0.778,2.073,1
716,3.344,-2.227,-0.426,0.379,1.794,0.154,2.666,1
717,0.338,-0.412,-0.213,1.966,0.273,-1.855,3.658,0
718,0.396,-3.9,1.421,0.871,-2.454,0.965,-2.153,0
719,-1.265,0.331,0.586,1.727,0.371,-3.325,0.369,1
720,-2.829,0.865,-3.15,0.005,-3.261,4.171,2.102,0
721,-2.985,-1.47,-0.015,0.089,4.009,1.126,2.926,0
722,-0.721,-2.904,2.649,1.598,1.401,1.708,-0.396,1
723,1.581,-0.653,0.137,1.073,1.856,0.923,-2.344,1
724,-0.661,-0.443,1.671,-1.576,-0.473,1.373,-4.225,1
725,1.17,-1.371,-1.012,0.807,-0.303,0.936,-1.23,0
726,-1.842,0.279,-0.107,1.335,0.045,0.15,0.174,0
727,-0.096,-3.143,-3.771,0.35,1.954,3.928,0.731,0
728,-0.026,-2.8,0.442,2.768,-2.159,-1.15,-2.236,0
729,0.168,0.311,-0.67,1.976,-1.358,0.55,-3.769,0
730,-0.375,-1.87,-1.944,-2.129,2.625,-0.34,-1.038,1
731,0.787,-1.189,-0.703,2.026,-0.165,2.109,-0.728,1
732,2.186,0.728,-3.227,3.845,-3.49,0.562,-1.506,1
733,-0.5,-1.898,3.127,2.563,2.92,-0.985,-2.318,1
734,-1.557,-1.846,2.114,0.362,1.571,0.624,-0.424,1
735,-1.252,0.38,0.63,0.896,1.815,0.584,-0.773,1
736,1.187,-2.198,-0.346,2.267,2.986,-2.42,2.01,1
737,-1.816,-0.04,0.234,1.09,2.368,0.98,0.384,0
738,3.415,-0.603,0.666,-1.789,4.022,-0.3,3.869,1
739,-1.771,0.308,1.831,1.434,1.015,-0.765,0.48,0
740,-2.162,-0.014,0.042,1.725,2.093,-0.769,-3.133,1
741,0.077,-0.171,-1.364,4.492,-1.128,-2.439,0.002,1
742,-3.39,-0.215,-0.019,-0.091,1.521,0.69,3.506,0
743,0.848,-0.743,-1.525,1.044,0.514,1.17,-1.284,0
744,0.123,-2.433,1.316,1.138,-0.402,0.829,-1.032,0
745,-0.03,-0.565,0.842,-0.471,-1.118,1.548,-2.814,1
746,-5.241,-4.112,1.299,0.158,4.177,3.069,5.136,0
747,0.499,-0.812,-2.149,-0.221,0.706,0.331,-1.85,0
748,-0.419,-1.972,0.915,0.618,1.718,1.446,-3.033,1
749,0.564,-0.592,-1.295,2.108,1.471,-1.61,1.986,1
750,2.289,-1.709,-0.829,3.016,-3.719,-1.367,0.254,0
751,0.518,-2.579,-3.349,1.919,0.296,0.042,-1.505,1
752,-0.941,-2.017,0.385,-1.714,1.097,-1.308,0.46,1
753,1.402,-4.937,2.706,2.238,1.938,2.651,0.989,1
754,2.144,1.22,-3.862,1.988,-1.188,1.102,2.397,0
755,-2.517,-1.227,-0.359,0.418,1.258,1.802,0.89,0
756,-1.317,-0.194,-1.596,2.044,-0.252,0.427,-0.501,0
757,-4.197,-1.354,0.97,2.695,-1.531,2.023,2.177,0
758,0.689,-1.206,-0.371,2.231,0.982,1.855,-2.135,1
759,2.366,-0.408,-1.889,0.317,2.321,0.202,2.967,1
760,-0.302,-0.993,0.553,-0.017,0.564,-1.716,0.734,1
761,4.001,-3.329,-2.393,2.61,1.522,0.3,-0.161,1
762,-1.249,-1.637,3.792,-0.871,0.417,0.772,-0.921,1
763,-0.532,1.047,-1.636,0.547,-0.903,-1.003,-1.635,1
764,-2.815,-0.944,0.319,0.683,2.22,1.043,-1.156,1
765,0.824,-2.257,0.191,3.01,2.144,1.425,-0.905,1
766,-2.604,-1.032,0.946,1.522,2.891,-0.723,-1.066,1
767,-0.13,0.405,-0.502,-0.46,2.757,-2.083,0.244,0
768,0.832,-0.265,-2.592,1.024,-0.249,-0.214,0.661,0
769,1.975,1.479,-1.282,0.095,2.811,-2.693,-0.471,0
770,0.644,1.949,-0.519,1.211,-0.26,-1.299,2.62,1
771,0.956,-1.168,-0.061,0.968,2.175,-1.811,1.562,1
772,-1.881,-1.668,-0.782,1.455,1.82,1.448,2.206,0
773,-2.099,-0.194,-0.637,2.86,-2.327,2.263,-1.338,0
774,1.059,-0.079,-1.544,-0.551,0.442,0.087,0.318,1
775,0.567,-2.709,-3.313,0.663,1.087,0.335,-0.996,1
776,1.147,1.962,-1.587,2.511,-1.275,-0.785,1.33,1
777,0.761,-0.151,-1.597,2.918,-0.708,-1.399,-0.029,1
778,-1.177,-1.13,-0.465,0.871,-1.811,0.662,-1.131,0
779,-2.981,0.102,3.012,-0.37,2.57,-0.856,-1.771,1
780,-0.841,-3.72,2.913,1.528,0.08,1.956,-0.539,1
781,1.081,-0.649,1.237,0.314,0.463,-1.692,2.524,1
782,-2.269,-1.79,1.446,1.057,-2.465,0.692,-0.382,0
783,0.515,-1.136,-5.185,1.022,1.885,3.626,-0.175,0
784,-1.54,-0.317,1.122,1.852,2.344,-0.033,0.352,1
785,-4.145,0.778,1.487,2.066,3.403,-2.633,-1.263,1
